,001a,001b,002a,002b,003a,003b,004a,004b,005a,005b,006a,006b,007a,007b,008a,008b,009a,009b,010a,010b,011a,011b,012a,012b,013a,013b,014a,014b,015a,015b,016a,016b,017a,017b,018a,018b,019a,019b,020a,020b,021a,021b,022a,022b,023a,023b,024a,024b,025a,025b,026a,026b,027a,027b,028a,028b,029a,029b,030a,030b,031a,031b,032a,032b,033a,033b,034a,034b,035a,035b,036a,036b,037a,037b,038a,038b,039a,039b,040a,040b,041a,041b,042a,042b,043a,043b,044a,044b,045a,045b,046a,046b,047a,047b,048a,048b,049a,049b,050a,050b,051a,051b,052a,052b,053a,053b,054a,054b,055a,055b,056a,056b,057a,057b,058a,058b,059a,059b,060a,060b,061a,061b,062a,062b,063a,063b,064a,064b,065a,065b,066a,066b,067a,067b,068a,068b,069a,069b,070a,070b,071a,071b,072a,072b,073a,073b,074a,074b,075a,075b,076a,076b,077a,077b,078a,078b,079a,079b,080a,080b,081a,081b,082a,082b,083a,083b,084a,084b,085a,085b,086a,086b,087a,087b,088a,088b,089a,089b,090a,090b,091a,091b,092a,092b,093a,093b,094a,094b,095a,095b,096a,096b,097a,097b,098a,098b,099a,099b,100a,100b,101a,101b,102a,102b,103a,103b,104a,104b,105a,105b,106a,106b,107a,107b,108a,108b,109a,109b,110a,110b,111a,111b,112a,112b,113a,113b,114a,114b,115a,115b,116a,116b,117a,117b,118a,118b,119a,119b,120a,120b,121a,121b,122a,122b,123a,123b,124a,124b,125a,125b,126a,126b,127a,127b,128a,128b,129a,129b,130a,130b,131a,131b,132a,132b,133a,133b,134a,134b,135a,135b,136a,136b,137a,137b,138a,138b,139a,139b,140a,140b,141a,141b,142a,142b,143a,143b,144a,144b,145a,145b,146a,146b,147a,147b,148a,148b,149a,149b,150a
20,e4,e5,Nf3,Bd6,Nc3,Nc6,Nb5,f6,Nxd6+,cxd6,Bc4,Nh6,d4,d5,exd5,Na5,Qd3,b6,dxe5,Qc7,b3,a6,Bxh6,gxh6,exf6,b5,Bxb5,axb5,Qxb5,Ba6,Qb4,Rb8,Qd2,h5,Qd4,d6,O-O-O,O-O,Rhe1,Qb6,Qxb6,Rxb6,Re7,Rxf6,Re8+,Kf7,Rde1,Kg7,R8e7+,Kg6,Ne5+,Kf5,Nd7,Bb5,Nxb6,h4,Rxh7,Re6,Rxe6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,e4,e5,Nf3,d6,Nc3,c5,Bb5+,Nc6,Bc4,b6,Bb5,Bd7,a4,Qc8,b3,a6,Bd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,e4,e5,f4,d6,d3,Be7,g3,g6,Nc3,h5,Nd5,c6,Nxe7,Qxe7,c4,c5,b3,Nf6,h3,b6,Nf3,Na6,Be2,Bd7,fxe5,dxe5,Bg5,O-O,Qd2,Qd6,Bh6,Rfe8,O-O-O,Nb4,a3,Nc6,Ng5,Nd4,Rde1,Nxe2+,Rxe2,h4,gxh4,Nh5,Rf1,Ng3,Rxf7,Nxe2+,Qxe2,Re7,Rg7+,Rxg7,Bxg7,Kxg7,Qf3,Qf8,h5,Qxf3,Nxf3,gxh5,Nxe5,Rf8,Nxd7,Rf1+,Kc2,Kf7,Ne5+,Ke6,Ng6,Rf2+,Kd1,Rf3,h4,Rxd3+,Kc2,Rh3,Nf4+,Ke5,Nxh3,Kxe4,Kc3,Kf5,b4,cxb4+,Kxb4,Kg4,Nf2+,Kxh4,Kb5,Kg3,Nd3,h4,Ka6,h3,Kxa7,h2,Kxb6,h1,c5,Qd5,Nb4,Qb3,c6,Qxa3,Na6,Qb3+,Ka7,Qf7+,c7,Qe8,Kb7,Qb5+,Ka7,Qc6,Kb8,Qxa6,c8,Qxc8+,Kxc8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,e4,e5,Nf3,d6,d3,g6,g3,Bg4,Bg2,h5,O-O,Nc6,Nc3,Nf6,Be3,b6,b4,Nxb4,a3,Na6,a4,c6,a5,d5,Qb1,dxe4,dxe4,b5,Nxe5,Bc5,Nxc6,Qd6,e5,Qd7,Qxb5,O-O,Bxc5,Rfb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,e4,e5,Nf3,Nc6,c3,Nf6,Bd3,d5,Bb5,Bd7,d3,dxe4,dxe4,Nxe4,Qd5,Ne7,Qd3,Nc5,Qc4,Nf5,Nxe5,Qe7,g4,Qxe5+,Kf1,Nd6,f4,Qf6,g5,Qf5,b4,Nxc4,Bxc4,Be6,Na3,Bxc4+,Nxc4,Qd3+,Ke1,Qxc3+,Bd2,Qxa1+,Ke2,Qxh1,bxc5,Qxh2+,Kf1,Bxc5,f5,Qf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,e4,e5,Nf3,Qe7,d3,d6,g3,Bg4,h3,Bxf3,Qxf3,Nc6,h4,Nd4,Qe3,Nf6,c3,Nc6,d4,exd4,cxd4,Ng4,Qf4,h5,a3,Nxd4,Be2,O-O-O,Bxg4+,hxg4,Qxg4+,Kb8,Bg5,Qe8,Bxd8,Qxd8,O-O,Nb3,Ra2,Be7,Nc3,Nd2,Rd1,Bxh4,gxh4,Rxh4,Qg3,Nxe4,Nxe4,Rxe4,b4,f5,Rad2,Rg4,Rd3,Rxg3+,Rxg3,g6,Rxg6,Qe8,Rf1,Qe2,f4,b6,a4,Kb7,b5,Qe3+,Kg2,Qe4+,Kf2,Qxa4,Kg1,Qd4+,Kh1,Qe4+,Kh2,Qe2+,Kg1,Qxb5,Kh2,Qc5,Kh1,Qd4,Kh2,Qe4,Kh3,Qxf4,Kg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,e4,c5,c3,Nc6,a4,d5,f3,dxe4,fxe4,e5,d3,Nf6,c4,Bg4,Be2,Bxe2,Qxe2,Nd4,Qf3,Nxf3+,gxf3,Be7,Bg5,Qa5+,Nd2,Nh5,b3,Bxg5,h4,Qxd2+,Kf1,Ng3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Nf3,f6,Nc3,e5,e3,c6,a3,d5,d3,Ne7,h3,g6,Nh4,d4,Ne4,b6,Nxf6+,Kf7,Qf3,Bg7,Nxh7+,Kg8,Nxg6,Kxh7,Qh5+,Bh6,Nxe5,Qe8,Be2,Qxh5,Bxh5,c5,Nf7,Rf8,g4,dxe3,Bxe3,Be6,Bxh6,Bxf7,Bxf8,Bxh5,gxh5,Nd5,Rg1,Nd7,Rg7+,Kh8,Rxd7,Nf6,Bg7+,Kg8,Bxf6,Re8+,Be7,Kf7,O-O-O,Rxe7,Rxe7+,Kxe7,Re1+,Kd6,c4,a5,f4,a4,f5,Kc6,Re6+,Kd7,h6,b5,h7,bxc4,h8,cxd3,Qe8+,Kc7,Qf7+,Kd8,Re8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,e4,e6,d4,d5,c3,dxe4,f3,exf3,gxf3,Bd6,b3,Nf6,Ne2,O-O,a4,Nc6,Nd2,a6,Nc4,b5,Ne3,bxa4,bxa4,Bb7,a5,Qe7,Bh3,Rab8,Ng4,Nxg4,Bxg4,Rbd8,Ng3,e5,dxe5,Bxe5,Qe2,Bxc3+,Kf1,Bxa1,Ba3,Qxe2+,Kxe2,Bc3,Bxf8,Kxf8,Ne4,Nd4+,Kd3,Bxa5,Nc5,Bc8,Rb1,Bxg4,fxg4,Ne6+,Kc4,Nxc5,Kxc5,Bb6+,Kc6,g6,h3,f5,Rf1,Kg7,gxf5,gxf5,Rxf5,Rf8,Rg5+,Kh6,Rg3,Rf6+,Kb7,a5,Ka6,c5,Kb5,Rf4,Rg4,Rf6,Ra4,Kg5,h4+,Kh5,Re4,h6,Ra4,Kg6,Re4,h5,Ra4,Kf5,Ka6,Rd6,Kb5,Ke5,Ka6,Bd8+,Kb5,Bb6,Ka6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,e4,e5,Qh5,g6,Qxe5+,Be7,Qxh8,Bf6,Qxg8+,Ke7,Qxh7,Qh8,Qxh8,Bxh8,b3,Kd8,c3,f5,d3,fxe4,dxe4,d6,Bg5+,Ke8,Bb5+,Kf7,Nf3,c6,Ba4,b5,e5,bxa4,bxa4,dxe5,Nxe5+,Ke6,Bf4,Kf5,g3,Bxe5,Bxe5,Kxe5,O-O,Bf5,Re1+,Kf6,Nd2,Nd7,Ne4+,Ke5,Rad1,Rd8,Nd6+,Kf6,Nxf5,Kxf5,Rd6,Kg4,Re4+,Kf3,Re3+,Kg4,Rxg6+,Kf5,Rxc6,Nf6,Rc5+,Kg6,h4,Rd1+,Kg2,Ra1,h5+,Kh6,Re6,Kh7,Rxf6,Rxa2,Rc7+,Kg8,h6,Rxa4,h7+,Kh8,Rf8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,e4,Nc6,c3,g6,d4,h5,f3,Bg7,Ne2,e5,h4,Nce7,d5,d6,c4,b6,Nbc3,Ba6,b3,Nc8,a4,b5,axb5,Bb7,g3,c6,dxc6,Bxc6,bxc6,a5,b4,Nb6,bxa5,Nxc4,Bg5,f6,Be3,Nxe3,Qd3,Nxf1,Rxf1,g5,Nd5,Rxa5,Rxa5,Qxa5+,Qd2,Qc5,c7,Ne7,Nec3,Kf7,Na4,Qa7,Nac3,gxh4,gxh4,Bh6,Qe2,Nxd5,exd5,Qa1+,Qd1,Qxc3+,Qd2,Bxd2+,Kd1,Bc1,Rf2,Qc5,Rc2,Qxd5+,Kxc1,Rc8,Rc3,Ke7,Kc2,Kd7,Kc1,Rxc7,Rxc7+,Kxc7,Kc2,Qxf3,Kd2,Qh3,Ke2,Qxh4,Kf3,Qa4,Ke3,d5,Kd3,e4+,Ke3,Qb3+,Kd4,h4,Kc5,h3,Kd4,h2,Kc5,f5,Kd4,h1,Kc5,Qa3+,Kd4,Qg1+,Kxd5,e3,Ke5,e2,Kxf5,e1,Kf6,Qb2+,Kf5,Qc2+,Kf6,Qec3+,Kf7,Qf1+,Ke6,Qce2+,Kd5,Qfd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,e4,e5,Nf3,d6,Bc4,Nf6,Nc3,Nc6,Ng5,h5,Nxf7,Qd7,Nxh8,b6,d3,d5,exd5,Nd4,O-O,g5,Bxg5,Bg7,Ng6,b5,Bb3,c6,Bxf6,Bxf6,dxc6,Qxc6,Ne4,Bg4,Qc1,Bf5,c3,Bxg6,cxd4,Bxe4,dxe4,Qxc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,e4,c5,Nc3,e6,Bb5,a6,Ba4,b5,Bb3,Nc6,d3,c4,dxc4,bxc4,Ba4,Nb4,a3,Nc6,g3,Nf6,h4,Qc7,f3,g6,f4,Bg7,e5,Nxe5,fxe5,Qxe5+,Nce2,Bb7,Qd4,Nh5,Qxe5,Bxe5,c3,Bxh1,Bf4,Nxf4,Nxf4,O-O,Bxd7,Rfd8,Bc6,Ra7,Rc1,Bxc6,Rd1,Rxd1+,Kxd1,Bxf4,gxf4,Rd7+,Kc2,Ba4+,Kc1,Rd3,Ne2,f6,f5,exf5,Nf4,g5,Nxd3,gxh4,Nc5,Bc6,Nxa6,h3,Nc7,h2,Ne6,h1,Kc2,Be4+,Kd2,Qf3,Ke1,Qd3,Kf2,Bf3,Kg3,Bg4+,Kf4,Qe4+,Kg3,Qxe6,Kf4,Qe4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,d4,d6,Nf3,d5,Nc3,e6,Ne5,f6,Nf3,Bb4,Bd2,f5,a3,Ba5,Ne5,Nf6,h4,c6,Bg5,h6,Bxf6,gxf6,Ng6,Rg8,h5,Bxc3+,bxc3,Qa5,Qd2,e5,e3,f4,exf4,exf4,Nxf4,Rg4,f3,Rg5,Be2,Bf5,Kf1,c5,Rh2,cxd4,Qxd4,Nc6,Qxf6,Qxc3,Qxc3,Rd8,Qh8+,Ke7,Qxh6,Rg6,Qh7+,Kf6,hxg6,Kg5,Qh5+,Kxf4,g7,Rg8,g3+,Kxg3,Qxf5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,e4,Nf6,Nc3,e5,d3,Nc6,Nf3,Bd6,Be2,O-O,Bg5,h6,Bh4,g5,Bg3,Bb4,a3,Ba5,b4,Bb6,Qd2,Nd4,Nxd4,Bxd4,Nb5,Bxa1,O-O,Bd4,c3,c6,Nd6,Bb6,Nf5,d6,Nxh6+,Kg7,Qxg5+,Kh7,Bh4,a5,b5,cxb5,d4,b4,a4,bxc3,Bc4,Be6,d5,Bxd5,Bxd5,Nxd5,Qxd8,Rfxd8,Bxd8,Rxd8,Nf5,Nb4,Ne7,c2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,e4,e6,d3,Bd6,Nc3,Bb4,a3,Bc5,f4,Qh4+,g3,Qe7,Nf3,b6,d4,Bd6,e5,Bc5,dxc5,bxc5,Nb5,Kd8,c4,Bb7,Bg2,f6,Bd2,Nc6,b4,cxb4,Bxb4,Nxb4,axb4,Qxb4+,Kf1,Qxc4+,Ke1,Qxb5,Bf1,Qb4+,Qd2,Qe4+,Be2,Qg6,Nd4,Bxh1,exf6,gxf6,f5,Qg4,Bxg4,Nh6,Qxh6,e5,Qxf6+,Kc8,Qxh8+,Kb7,Qxe5,Rg8,Rb1+,Kc8,Bf3,Bxf3,Nxf3,Kd8,Rb8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,e4,Nc6,d3,Nf6,g3,e5,Nf3,Bb4+,c3,Bc5,b4,Bb6,Na3,a6,Nc4,O-O,Bh3,d6,Bg5,h6,O-O,Be6,Bh4,Bxh3,Re1,Bg4,Re3,d5,Bxf6,Qxf6,Re1,Bxf3,Qd2,dxc4,dxc4,Rad8,Qc1,Bxe4,c5,Qf3,cxb6,Qg2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,e3,e5,d4,Nc6,b3,Nf6,c4,Ne4,Bd3,Nxf2,Kxf2,Qf6+,Ke1,Qh4+,g3,Qh3,Nxh3,Nb4,Ba3,Nxd3+,Qxd3,d6,dxe5,Bxh3,exd6,Bxd6,Qe4+,Kd7,Bxd6,cxd6,Nc3,Rac8,Nb5,a6,Na7,Rb8,Qd4,b5,Qxg7,bxc4,Qxf7+,Kd8,Qxc4,Bg2,Rg1,Bf3,Qd4,Re8,Qxd6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,e4,e5,Nf3,d6,h3,Nf6,Nc3,b6,Bc4,Bb7,Ng5,Qe7,Nxf7,Rg8,Ng5,h6,Bxg8,hxg5,g3,Nxe4,f3,Nxg3,Bd5,Nxh1,Bxb7,c6,Bxa8,g6,d3,g4,hxg4,Qh4+,Kd2,Nf2,Qe1,g5,Ne4,d5,Qxf2,Qxf2+,Nxf2,Bb4+,c3,Bc5,Ke2,d4,Bxg5,dxc3,bxc3,Kf7,Ne4,Kg6,Rh1,b5,Rh8,Nd7,Bxc6,a6,Rd8,Nb6,Be8+,Kg7,Nxc5,Na4,Nxa4,bxa4,f4,exf4,Bxf4,Kf6,Rd6+,Ke7,Bh5,Kf8,c4,a3,c5,Ke7,c6,a5,g5,a4,c7,Kf8,Rd8+,Ke7,c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,e4,e5,Nf3,d5,exd5,Qxd5,b3,Qe4+,Be2,Bg4,d3,Qf5,c4,Bxf3,Bxf3,Bc5,g4,Bb4+,Bd2,Bxd2+,Qxd2,Qxf3,Rf1,Nd7,Qe2,O-O-O,Qxf3,Nh6,h3,g5,Nc3,Rhf8,Nd5,f5,a4,fxg4,hxg4,Rxf3,Ne3,Nf6,Ra2,Rxd3,Rd2,Rxd2,Kxd2,Nfxg4,Nxg4,Nxg4,Kc2,Rxf2+,Rxf2,Nxf2,Kc3,e4,Kd4,g4,Ke3,g3,Ke2,h5,Kf1,e3,b4,h4,b5,h3,a5,g2+,Kg1,e2,Kxf2,e1,Kxe1,g1,Ke2,h2,a6,h1,axb7+,Kb8,c5,Qe1+,Kd3,Qd1+,Kc4,Qdd5+,Kc3,Qhe4,c6,Qdd3+,Kb2,Qee2+,Ka1,Qdd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,c4,e5,d4,d6,d5,f5,Nf3,e4,Nd4,g6,Qb3,Nf6,Ne6,Qe7,Bg5,Bxe6,dxe6,Qxe6,Qxb7,Qxc4,Qxa8,h6,Bxf6,Qc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,e4,e5,Nf3,Nf6,d4,Nxe4,Nxe5,f6,Nf3,Nc6,Bb5,Qe7,O-O,Qb4,c3,Qxb5,a4,Qa5,b4,Qf5,b5,Ne7,Re1,Qg4,g3,Nf5,Qd3,d5,Nbd2,Bd6,Nxe4,dxe4,Rxe4+,Qxe4,Qxe4+,Ne7,d5,Bf5,Qe3,O-O-O,c4,b6,Nd4,Bc5,Ba3,Bxa3,Rxa3,Rhe8,a5,c5,Nc6,Ng6,Nxd8,Rxe3,fxe3,Kxd8,axb6,axb6,Ra8+,Kd7,Rg8,Bd3,Rxg7+,Ke8,Rxh7,Ne5,Rh4,Nf3+,Kf2,Nxh4,gxh4,Bxc4,e4,Bxb5,Ke3,c4,Kd4,Ba6,d6,b5,Kc5,c3,Kb4,c2,Kb3,c1,h5,Qc4+,Kb2,Qxe4,h6,f5,h7,Qe5+,Kb3,Qh8,Kb4,Qxh7,Ka5,Bb7,Kxb5,Qxh2,Kb6,Ba8,Kc7,Qd2,d7+,Qxd7+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,e4,c6,d4,Nf6,Nc3,d5,Bd3,b5,Nf3,a6,O-O,Nbd7,e5,Ng4,Re1,Nb6,b3,f6,Bf4,Nd7,Ne2,fxe5,dxe5,Ngxe5,Nxe5,Qc7,g3,Nxe5,Nd4,Qd8,Bxe5,Bg4,Qxg4,Qd6,Ne6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
